drug,prot,score
ZINC000001587572,Q4QBL1,4126.25
ZINC000002036915,Q4QBL1,4126.25
ZINC000003798757,P48499,4126.57
ZINC000000901808,P48499,4126.88
ZINC000000901811,P48499,4126.88
ZINC000019166988,Q4QBL1,41265.38
ZINC000263621850,Q6TUJ5,413.22
ZINC000021981208,Q6TUJ5,413.24
ZINC000021981206,Q6TUJ5,413.24
ZINC000031707000,Q4QHJ8,413.3
ZINC000004474613,Q4QHJ8,413.78
ZINC000009164421,O97193,413.9
ZINC000005834731,Q4QBL1,413.96
ZINC000005834799,Q4QBL1,413.96
ZINC000000000063,O97193,4131.14
ZINC000002007481,O97193,4131.14
ZINC000013512224,Q4QBL1,4131.9
ZINC000000056643,Q27686,4132.38
ZINC000000537811,Q4QHJ8,41324.82
ZINC000000075008,Q27686,41338.16
ZINC000008034120,Q4QHJ8,41346.96
ZINC000001615894,O15826,4137.65
ZINC000013761819,Q4QBL1,4138.15
ZINC000053073961,Q27686,41393.48
ZINC000008214629,Q6TUJ5,41396.3
ZINC000001842746,Q6TUJ5,414.1
ZINC000000607726,Q6TUJ5,414.1
ZINC000001842745,Q6TUJ5,414.1
ZINC000001842744,Q6TUJ5,414.1
ZINC000095618845,O15826,414.29
ZINC000095618846,O15826,414.29
ZINC000095618847,O15826,414.29
ZINC000261494607,O15826,414.29
ZINC000261494608,O15826,414.29
ZINC000001530810,O15826,414.36
ZINC000095618627,Q27686,414.59
ZINC000095618628,Q27686,414.59
ZINC000013512224,O97193,414.88
ZINC000002561203,Q27686,41402.7
ZINC000008101126,Q27686,41423.12
ZINC000150338894,Q6TUJ5,41425.49
ZINC000008614810,Q4QBL1,414284.42
ZINC000101687674,Q4QHJ8,414288.29
ZINC000049852136,Q4QHJ8,414288.29
ZINC000101687676,Q4QHJ8,414288.29
ZINC000135848905,Q4QHJ8,414288.29
ZINC000006095847,P48499,414327.64
ZINC000100003913,Q6TUJ5,41436.45
ZINC000001853205,P48499,4144.97
ZINC000001530951,Q6TUJ5,41453.83
ZINC000001530950,Q6TUJ5,41453.83
ZINC000019606670,Q27686,41481.15
ZINC000096942201,Q4QBL1,4149.83
ZINC000096942202,Q4QBL1,4149.83
ZINC000000403588,Q4QHJ8,41491.67
ZINC000000000733,Q4QHJ8,41491.67
ZINC000100053185,Q4QHJ8,415.01
ZINC000036177510,Q4QHJ8,415.01
ZINC000004805034,Q4QHJ8,415.01
ZINC000100053191,Q4QHJ8,415.01
ZINC000003881958,P48499,415.13
ZINC000261494573,P48499,415.18
ZINC000095618908,P48499,415.18
ZINC000261494574,P48499,415.18
ZINC000095618909,P48499,415.18
ZINC000095618911,P48499,415.18
ZINC000095618910,P48499,415.18
ZINC000261494566,Q4QHJ8,415.45
ZINC000004215255,P48499,4151.22
ZINC000002041360,Q4QBL1,4152.77
ZINC000003830910,Q4QBL1,4152.77
ZINC000003977751,P48499,4152.95
ZINC000008214943,Q4QBL1,4154.86
ZINC000000016956,Q4QBL1,41542.0
ZINC000000119895,Q4QBL1,41542.0
ZINC000000000365,Q4QHJ8,41543.36
ZINC000002034892,Q4QHJ8,41543.36
ZINC000001530701,P48499,41548.7
ZINC000000001035,Q27686,41559.97
ZINC000003875993,Q6TUJ5,41566.68
ZINC000068150640,P48499,41568.55
ZINC000002570857,O15826,4157.37
ZINC000000584092,O15826,41571.11
ZINC000000000740,Q4QHJ8,41576.13
ZINC000000896634,Q4QHJ8,41576.13
ZINC000000000652,O97193,4158.25
ZINC000000967917,O97193,4158.25
ZINC000003830347,O15826,4158.54
ZINC000001481960,P48499,415826.55
ZINC000002525881,Q4QBL1,41583.52
ZINC000012503119,Q4QHJ8,41585.53
ZINC000003791297,Q4QHJ8,41585.53
ZINC000008214591,Q6TUJ5,415897.33
ZINC000003843378,O15826,4159.9
ZINC000100017404,O15826,4159.9
ZINC000095617666,P48499,41590.87
ZINC000001530753,O15826,416.3
ZINC000001483896,O15826,416.63
ZINC000002561203,O15826,416.64
ZINC000013527467,P48499,416.72
ZINC000006019913,P48499,416.72
ZINC000013986658,O97193,416.82
ZINC000003978006,O97193,416.82
ZINC000100068378,P48499,416.83
ZINC000002112569,P48499,416.83
ZINC000003876136,Q6TUJ5,416.89
ZINC000003875332,Q6TUJ5,416.89
ZINC000261494643,Q6TUJ5,4161.62
ZINC000261494644,Q6TUJ5,4161.62
ZINC000095618799,Q6TUJ5,4161.62
ZINC000095618798,Q6TUJ5,4161.62
ZINC000000002233,P48499,41614.26
ZINC000002036848,Q6TUJ5,4162.95
ZINC000000119344,Q27686,416370.67
ZINC000002040287,O97193,4164.43
ZINC000000000432,O97193,4164.43
ZINC000008214614,O97193,4164.63
ZINC000005760071,Q4QBL1,4164.91
ZINC000005759845,Q4QBL1,4164.91
ZINC000013983450,Q4QBL1,4164.91
ZINC000034093119,Q4QBL1,4164.91
ZINC000068045176,Q4QBL1,4164.91
ZINC000013983447,Q4QBL1,4164.91
ZINC000219077158,Q6TUJ5,41645.85
ZINC000003874585,Q6TUJ5,4165.81
ZINC000033359785,P48499,4166.49
ZINC000095618743,Q6TUJ5,4167.47
ZINC000095618744,Q6TUJ5,4167.47
ZINC000000012346,Q4QHJ8,41671.92
ZINC000146708406,Q6TUJ5,41682.08
ZINC000008214519,P48499,41684.23
ZINC000008221075,P48499,41684.23
ZINC000006920384,P48499,41684.23
ZINC000000001091,P48499,4169.12
ZINC000022446644,P48499,41690.96
ZINC000077312930,Q6TUJ5,41692.69
ZINC000002378674,Q4QHJ8,41693.56
ZINC000003938750,Q27686,417.24
ZINC000004475353,O15826,417.34
ZINC000003786192,O15826,417.34
ZINC000001481956,Q27686,417.48
ZINC000004214700,Q27686,417.48
ZINC000000002279,O15826,417.51
ZINC000000011012,O15826,417.51
ZINC000001420561,Q4QBL1,417.55
ZINC000003802189,Q4QBL1,417.94
ZINC000004521470,Q4QBL1,417.94
ZINC000001574929,O97193,417.94
ZINC000019166991,P48499,41702.49
ZINC000005599377,Q4QBL1,4171.41
ZINC000000002645,Q4QHJ8,41713.35
ZINC000100054264,P48499,41717.38
ZINC000100054267,P48499,41717.38
ZINC000253612041,P48499,41717.38
ZINC000253612045,P48499,41717.38
ZINC000062227227,P48499,41717.38
ZINC000062227230,P48499,41717.38
ZINC000000158593,P48499,417252.32
ZINC000003842753,P48499,41726.81
ZINC000001530668,Q27686,4173.16
ZINC000019322537,Q27686,4173.61
ZINC000018178475,Q6TUJ5,41737.35
ZINC000008101082,Q6TUJ5,41737.35
ZINC000008101083,Q6TUJ5,41737.35
ZINC000003651514,O15826,4174.62
ZINC000003651513,O15826,4174.62
ZINC000003651516,O15826,4174.62
ZINC000000001554,Q27686,41742.53
ZINC000034781704,Q4QBL1,41747.66
ZINC000012503119,Q27686,41755.69
ZINC000003791297,Q27686,41755.69
ZINC000095618877,Q6TUJ5,4176.23
ZINC000000000353,P48499,41763.48
ZINC000000394284,P48499,41763.48
ZINC000019362722,P48499,4177.02
ZINC000022033872,P48499,4177.02
ZINC000022033882,P48499,4177.02
ZINC000019362721,P48499,4177.02
ZINC000096942202,O97193,4177.24
ZINC000096942201,O97193,4177.24
ZINC000000113428,P48499,41774.58
ZINC000000113426,P48499,41774.58
ZINC000000001288,Q4QBL1,41784.17
ZINC000002525893,O15826,418.38
ZINC000021981411,O15826,418.38
ZINC000000599598,Q4QHJ8,418.76
ZINC000012503099,P48499,4180.2
ZINC000006344064,Q6TUJ5,418039.89
ZINC000003875342,Q4QHJ8,41811.88
ZINC000001530771,O97193,41816.61
ZINC000001530772,O97193,41816.61
ZINC000000643153,P48499,41817.16
ZINC000003872994,P48499,41817.16
ZINC000000643138,P48499,41817.16
ZINC000000643143,P48499,41817.16
ZINC000001847280,Q4QBL1,41818.08
ZINC000008214699,O15826,41819.37
ZINC000000013245,Q6TUJ5,41827.73
ZINC000000000882,O15826,4184.22
ZINC000003798074,Q27686,41841.37
ZINC000026252414,Q27686,41841.37
ZINC000001565262,Q6TUJ5,4185.16
ZINC000014261579,P48499,4185.72
ZINC000003915154,P48499,4185.72
ZINC000022061023,P48499,418593.11
ZINC000000004760,Q4QBL1,4186.6
ZINC000000057455,Q4QBL1,4186.6
ZINC000000049151,Q27686,41887.06
ZINC000006093314,P48499,41893.68
ZINC000006093242,P48499,41893.68
ZINC000001542929,Q6TUJ5,41896.9
ZINC000000601274,O15826,419.04
ZINC000096006024,O97193,419.29
ZINC000000006990,P48499,419.57
ZINC000000021067,P48499,419.57
ZINC000003797541,O97193,419.83
ZINC000066322939,O97193,419.95
ZINC000066322943,O97193,419.95
ZINC000003876023,Q4QHJ8,4191.54
ZINC000065739999,Q6TUJ5,41915.17
ZINC000000058117,O97193,41918.71
ZINC000065739999,O97193,4192.23
ZINC000004097344,P48499,41943.02
ZINC000004097343,P48499,41943.02
ZINC000004099002,Q27686,41944.86
ZINC000095617627,Q27686,4195.03
ZINC000095617628,Q27686,4195.03
ZINC000000608204,Q27686,41951.45
ZINC000022053867,Q6TUJ5,41956.7
ZINC000022053870,Q6TUJ5,41956.7
ZINC000016090791,Q6TUJ5,41956.7
ZINC000011681563,Q6TUJ5,4197.9
ZINC000030726187,Q4QBL1,42.04
ZINC000001530906,Q4QBL1,42.05
ZINC000001530907,Q4QBL1,42.05
ZINC000000601270,O15826,42.07
ZINC000148723177,Q4QBL1,42.09
ZINC000004629876,Q4QBL1,42.14
ZINC000004474571,Q4QBL1,42.14
ZINC000100054187,O97193,42.18
ZINC000261494597,O97193,42.18
ZINC000261494601,O97193,42.18
ZINC000100054183,O97193,42.18
ZINC000100054189,O97193,42.18
ZINC000261494596,O97193,42.18
ZINC000261494600,O97193,42.18
ZINC000261494594,O97193,42.18
ZINC000261494598,O97193,42.18
ZINC000261494595,O97193,42.18
ZINC000100054182,O97193,42.18
ZINC000261494599,O97193,42.18
ZINC000000897408,O15826,42.21
ZINC000000538564,O15826,42.21
ZINC000001999491,O97193,42.21
ZINC000004099050,O97193,42.22
ZINC000028957444,O15826,42.22
ZINC000012496366,O15826,42.23
ZINC000100734163,P48499,42.3
ZINC000038611810,Q4QBL1,42.31
ZINC000008215517,O15826,42.34
ZINC000000001894,O97193,42.36
ZINC000261527149,Q4QBL1,42.39
ZINC000253388066,Q4QBL1,42.39
ZINC000253388068,Q4QBL1,42.39
ZINC000253388067,Q4QBL1,42.39
ZINC000253630390,Q4QBL1,42.39
ZINC000252286706,Q4QBL1,42.39
ZINC000001855421,Q27686,42.44
ZINC000064033452,O97193,42.44
ZINC000015919406,O97193,42.48
ZINC000049637509,Q27686,42.52
ZINC000029571072,Q27686,42.52
ZINC000000608179,O15826,42.54
ZINC000003817234,Q4QBL1,42.58
ZINC000100003902,Q4QBL1,42.58
ZINC000101160855,Q4QBL1,42.58
ZINC000094566093,O15826,42.61
ZINC000094566092,O15826,42.61
ZINC000242649149,O15826,42.63
ZINC000013282550,O15826,42.63
ZINC000242649153,O15826,42.63
ZINC000242649207,O15826,42.63
ZINC000242649151,O15826,42.63
ZINC000005419310,O15826,42.63
ZINC000068153186,Q6TUJ5,42.65
ZINC000002519740,O15826,42.67
ZINC000000015515,Q27686,42.67
ZINC000000005298,Q27686,42.67
ZINC000118913164,O97193,42.69
ZINC000003812889,O97193,42.69
ZINC000004214603,Q6TUJ5,42.7
ZINC000003922770,Q6TUJ5,42.73
ZINC000019364226,O15826,42.75
ZINC000019364228,O15826,42.75
ZINC000000000106,Q27686,42.77
ZINC000000002276,Q27686,42.77
ZINC000031291853,Q4QBL1,42.79
ZINC000064622550,Q4QHJ8,42.85
ZINC000100037132,Q4QHJ8,42.85
ZINC000100037135,Q4QHJ8,42.85
ZINC000201075230,Q4QHJ8,42.85
ZINC000201075193,Q4QHJ8,42.85
ZINC000081139092,Q4QHJ8,42.85
ZINC000072481725,Q4QHJ8,42.85
ZINC000064622553,Q4QHJ8,42.85
ZINC000004212809,Q27686,42.97
ZINC000095618603,O97193,42.97
ZINC000095618602,O97193,42.97
ZINC000100054519,Q27686,420.0
ZINC000100054527,Q27686,420.0
ZINC000095618836,Q27686,420.22
ZINC000100054813,Q27686,420.22
ZINC000095618835,Q27686,420.22
ZINC000100054812,Q27686,420.22
ZINC000034114798,O97193,420.77
ZINC000003874496,Q4QHJ8,4200.09
ZINC000033753205,Q4QBL1,4200.55
ZINC000001530348,Q6TUJ5,42013.95
ZINC000001530567,Q4QHJ8,4202.06
ZINC000001530568,Q4QHJ8,4202.06
ZINC000003800706,P48499,42022.9
ZINC000003794601,P48499,42022.9
ZINC000000000215,P48499,420222.79
ZINC000002847375,P48499,420222.79
ZINC000000039906,Q27686,42029.64
ZINC000003872317,Q6TUJ5,42035.73
ZINC000000896507,Q6TUJ5,42035.73
ZINC000000897322,O15826,4204.42
ZINC000000000471,O15826,4204.42
ZINC000000001548,Q4QHJ8,42049.81
ZINC000000057319,Q4QBL1,42053.04
ZINC000000057321,Q4QBL1,42053.04
ZINC000000020252,Q4QBL1,42053.04
ZINC000000057320,Q4QBL1,42053.04
ZINC000085537042,P48499,42055.07
ZINC000087496092,P48499,42055.07
ZINC000150340074,Q4QBL1,4206.62
ZINC000000001411,Q4QBL1,42069.39
ZINC000001509965,O15826,4208.15
ZINC000001482036,O15826,4208.15
ZINC000003816514,Q6TUJ5,4208.48
ZINC000000012614,Q27686,42089.44
ZINC000299808959,O97193,421.05
ZINC000026251015,Q27686,421.14
ZINC000034104937,Q4QHJ8,421.39
ZINC000027990463,P48499,421.94
ZINC000059085003,Q4QBL1,421.95
ZINC000005819214,Q4QBL1,421.95
ZINC000006655357,Q4QBL1,421.95
ZINC000006655356,Q4QBL1,421.95
ZINC000009212428,O15826,421.96
ZINC000009212426,O15826,421.96
ZINC000009212427,O15826,421.96
ZINC000009212425,O15826,421.96
ZINC000003645145,Q6TUJ5,42102.8
ZINC000000002233,Q27686,42103.4
ZINC000000013156,P48499,42107.98
ZINC000002568290,Q6TUJ5,42109.96
ZINC000013546270,Q6TUJ5,42128.19
ZINC000039252793,Q4QHJ8,42142.62
ZINC000000592419,P48499,42145.26
ZINC000095452610,Q4QBL1,42149.19
ZINC000005179119,Q4QHJ8,42149.75
ZINC000000002105,Q27686,42150.67
ZINC000000002283,Q4QBL1,42164.47
ZINC000000000786,Q4QBL1,42164.47
ZINC000000001554,P48499,42179.33
ZINC000000606383,O97193,4218.16
ZINC000002016037,O97193,4218.16
ZINC000100070937,P48499,4218.56
ZINC000005134113,P48499,4218.91
ZINC000005134119,P48499,4218.91
ZINC000006030609,O97193,4219.04
ZINC000006030608,O97193,4219.04
ZINC000012466082,Q4QHJ8,42191.42
ZINC000252678020,Q4QHJ8,42191.42
ZINC000003872605,Q4QHJ8,42191.42
ZINC000001641925,O15826,422.55
ZINC000100026355,P48499,422.73
ZINC000068202099,O97193,422.77
ZINC000001530725,O97193,422.84
ZINC000001530726,O97193,422.84
ZINC000006858022,O15826,422.94
ZINC000034104937,P48499,4221.32
ZINC000000897143,Q27686,42223.95
ZINC000003860153,Q4QHJ8,42236.38
ZINC000003860152,Q4QHJ8,42236.38
ZINC000003871701,P48499,4224.84
ZINC000013517144,O15826,4224.92
ZINC000095618449,Q6TUJ5,422428.45
ZINC000000038545,Q6TUJ5,42257.57
ZINC000095618599,Q4QHJ8,42260.87
ZINC000002583631,Q4QHJ8,42260.87
ZINC000003590790,Q4QHJ8,42260.87
ZINC000095618598,Q4QHJ8,42260.87
ZINC000150338506,Q6TUJ5,42287.88
ZINC000000002216,Q6TUJ5,422888.8
ZINC000001618046,Q4QHJ8,42289.28
ZINC000003870515,Q4QHJ8,42289.28
ZINC000003870514,Q4QHJ8,42289.28
ZINC000013612564,Q4QHJ8,42289.28
ZINC000001636704,Q4QHJ8,42289.28
ZINC000000899004,Q4QHJ8,42289.28
ZINC000003995890,Q4QHJ8,42289.28
ZINC000003794714,Q4QHJ8,42289.28
ZINC000043195697,Q27686,4229.05
ZINC000095618618,Q4QBL1,423.46
ZINC000100242776,Q4QBL1,423.46
ZINC000261494694,Q4QBL1,423.46
ZINC000261494695,Q4QBL1,423.46
ZINC000261494693,Q4QBL1,423.46
ZINC000022066124,O97193,423.53
ZINC000001530703,O15826,423.56
ZINC000885764928,Q4QHJ8,423.7
ZINC000203757351,Q4QHJ8,423.7
ZINC000000538650,Q4QHJ8,423.72
ZINC000001530871,Q27686,42311.1
ZINC000001530872,Q27686,42311.1
ZINC000000839083,Q4QBL1,42322.21
ZINC000009133172,Q4QBL1,42322.21
ZINC000000113428,Q4QHJ8,42323.7
ZINC000000113426,Q4QHJ8,42323.7
ZINC000003983907,P48499,423271.11
ZINC000003860151,P48499,423271.11
ZINC000001532728,O97193,42333.08
ZINC000104387314,Q6TUJ5,4234.05
ZINC000100054502,Q6TUJ5,4234.05
ZINC000100054500,Q6TUJ5,4234.05
ZINC000095618772,Q6TUJ5,4234.05
ZINC000100054497,Q6TUJ5,4234.05
ZINC000100054503,Q6TUJ5,4234.05
ZINC000100054749,Q6TUJ5,4234.44
ZINC000100054755,Q6TUJ5,4234.44
ZINC000100054746,Q6TUJ5,4234.44
ZINC000095618817,Q6TUJ5,4234.44
ZINC000100032379,Q6TUJ5,42340.89
ZINC000000001464,Q4QBL1,42343.45
ZINC000032209980,Q6TUJ5,423439.61
ZINC000019230197,O15826,4236.06
ZINC000019230196,O15826,4236.06
ZINC000253612045,Q27686,42360.38
ZINC000100054264,Q27686,42360.38
ZINC000253612041,Q27686,42360.38
ZINC000062227230,Q27686,42360.38
ZINC000100054267,Q27686,42360.38
ZINC000062227227,Q27686,42360.38
ZINC000000007782,Q6TUJ5,42366.24
ZINC000005116305,Q4QHJ8,42366.61
ZINC000003964126,Q27686,4237.88
ZINC000022034381,Q6TUJ5,42371.31
ZINC000000897143,Q4QHJ8,42383.12
ZINC000000001342,Q27686,42384.57
ZINC000004097406,Q6TUJ5,4239.91
ZINC000004617749,Q27686,424.07
ZINC000095618877,O97193,424.38
ZINC000003786299,Q4QHJ8,424.4
ZINC000003860453,O97193,424.46
ZINC000018279854,O15826,424.87
ZINC000000049153,Q4QBL1,42408.96
ZINC000003831040,Q6TUJ5,42419.25
ZINC000003875259,Q27686,4242.72
ZINC000000538328,P48499,4242.74
ZINC000004096846,P48499,4242.97
ZINC000072206342,P48499,4242.97
ZINC000000156792,P48499,42425.03
ZINC000000968255,P48499,42425.03
ZINC000022448983,O97193,4243.18
ZINC000068150640,Q6TUJ5,42441.19
ZINC000063539381,O97193,4245.24
ZINC000043207851,O97193,4245.24
ZINC000000538415,Q6TUJ5,42450.28
ZINC000001530705,Q27686,42451.63
ZINC000005760531,P48499,42487.91
ZINC000005760468,P48499,42487.91
ZINC000005760466,P48499,42487.91
ZINC000002570883,P48499,42487.91
ZINC000002005072,P48499,424937.9
ZINC000000004942,P48499,424937.9
ZINC000000000267,O15826,425.35
ZINC000012503065,O15826,425.35
ZINC000012503063,O15826,425.35
ZINC000000897283,O15826,425.35
ZINC000000119839,O97193,425.96
ZINC000003956771,Q6TUJ5,42507.6
ZINC000000601255,Q6TUJ5,42508.68
ZINC000001846088,Q6TUJ5,42508.68
ZINC000001577061,Q4QBL1,4251.3
ZINC000000013156,O97193,4253.69
ZINC000003830421,Q6TUJ5,4254.38
ZINC000013831818,Q6TUJ5,42540.47
ZINC000021981272,Q4QHJ8,4255.65
ZINC000021981274,Q4QHJ8,4255.65
ZINC000003812887,Q4QHJ8,42551.68
ZINC000410428644,P48499,4256.15
ZINC000006827693,Q4QHJ8,42562.8
ZINC000001532132,P48499,42568.69
ZINC000001530568,Q4QBL1,4257.51
ZINC000001530567,Q4QBL1,4257.51
ZINC000006165883,P48499,42578.74
ZINC000000014037,Q6TUJ5,42584.45
ZINC000000000506,Q6TUJ5,42584.45
ZINC000137375210,Q4QBL1,4259.88
ZINC000001542890,Q4QBL1,4259.88
ZINC000000057198,Q6TUJ5,42594.5
ZINC000003875273,O15826,426.1
ZINC000000000450,Q4QBL1,426.45
ZINC000000154957,Q4QBL1,426.45
ZINC000095618755,Q4QHJ8,426.5
ZINC000000895081,O15826,426.6
ZINC000000097996,Q6TUJ5,426.89
ZINC000100299039,Q6TUJ5,426.89
ZINC000000155531,Q6TUJ5,4260.34
ZINC000000000196,Q6TUJ5,4260.34
ZINC000005933760,P48499,4260.98
ZINC000001850155,Q4QHJ8,42600.58
ZINC000001850156,Q4QHJ8,42600.58
ZINC000000000688,P48499,42603.39
ZINC000009212424,P48499,42603.39
ZINC000003831403,P48499,42603.39
ZINC000003831405,P48499,42603.39
ZINC000005141311,P48499,42603.39
ZINC000001319234,P48499,42603.39
ZINC000002020519,P48499,42603.39
ZINC000003831404,P48499,42603.39
ZINC000000001931,Q6TUJ5,42611.67
ZINC000252678020,Q27686,42614.05
ZINC000003872605,Q27686,42614.05
ZINC000012466082,Q27686,42614.05
ZINC000001571009,Q6TUJ5,426186.38
ZINC000026005230,Q6TUJ5,4262.21
ZINC000095564895,P48499,42625.61
ZINC000004097185,Q6TUJ5,4265.96
ZINC000053683148,Q6TUJ5,4265.96
ZINC000006117169,Q4QBL1,4267.36
ZINC000003786466,Q27686,4268.26
ZINC000005996324,P48499,42686.64
ZINC000005996320,P48499,42686.64
ZINC000095619107,Q4QBL1,42687.71
ZINC000095619106,Q4QBL1,42687.71
ZINC000013433448,O15826,4269.17
ZINC000013818943,Q6TUJ5,42697.23
ZINC000238730523,P48499,427.28
ZINC000103592099,P48499,427.28
ZINC000000002646,O97193,427.95
ZINC000002019621,Q6TUJ5,42701.07
ZINC000001481714,Q6TUJ5,42701.07
ZINC000001545565,Q27686,42705.58
ZINC000004097467,Q27686,4273.91
ZINC000000024409,P48499,42746.48
ZINC000022060380,Q6TUJ5,4275.06
ZINC000022060383,Q6TUJ5,4275.06
ZINC000002017901,O15826,4276.51
ZINC000030691574,O15826,4276.67
ZINC000030691571,O15826,4276.67
ZINC000030691579,O15826,4276.67
ZINC000022446966,O15826,4276.67
ZINC000008214588,Q4QBL1,4276.87
ZINC000000157458,Q4QHJ8,42766.01
ZINC000000901335,P48499,4277.11
ZINC000001481940,Q6TUJ5,4277.5
ZINC000019796082,Q6TUJ5,42778.22
ZINC000036268680,Q27686,4278.35
ZINC000001997127,O15826,4278.62
ZINC000003604264,O15826,4278.62
ZINC000002380356,O97193,4279.6
ZINC000004083606,O15826,428.41
ZINC000000057534,Q27686,428.53
ZINC000004217167,Q6TUJ5,428.55
ZINC000001530808,O97193,428.59
ZINC000003875992,Q27686,428.69
ZINC000001545566,O15826,428.7
ZINC000009293928,O15826,428.7
ZINC000000057501,O15826,4280.29
ZINC000013492624,Q4QBL1,42802.28
ZINC000006005366,Q4QBL1,42802.28
ZINC000009232411,Q6TUJ5,42802.56
ZINC000001532514,Q4QBL1,4281.98
ZINC000003964325,Q6TUJ5,4282.56
ZINC000000037293,O97193,4283.51
ZINC000019230196,Q4QBL1,42835.56
ZINC000019230197,Q4QBL1,42835.56
ZINC000000004009,O97193,4284.54
ZINC000001530788,Q27686,42846.19
ZINC000003915645,Q6TUJ5,42847.23
ZINC000003956788,Q27686,42859.88
ZINC000000057520,P48499,4286.15
ZINC000000057519,P48499,4286.15
ZINC000003830515,Q27686,4286.89
ZINC000004216820,Q27686,42868.64
ZINC000001591846,Q27686,428726.15
ZINC000100053979,P48499,4288.33
ZINC000100053985,P48499,4288.33
ZINC000261494635,P48499,4288.33
ZINC000100053987,P48499,4288.33
ZINC000100053983,P48499,4288.33
ZINC000261494634,P48499,4288.33
ZINC000001544805,Q6TUJ5,42892.23
ZINC000100015491,O97193,429.0
ZINC000003830942,Q4QBL1,429.34
ZINC000003875355,Q4QBL1,429.8
ZINC000000002212,Q4QHJ8,429.9
ZINC000003875342,Q27686,42903.58
ZINC000022446634,Q4QBL1,42904.52
ZINC000003812874,Q4QBL1,42906.78
ZINC000001545565,P48499,42912.81
ZINC000000020248,Q4QBL1,42917.48
ZINC000003830689,P48499,42921.67
ZINC000003816287,O97193,4294.61
ZINC000011616882,O97193,4294.61
ZINC000000057367,O15826,4294.95
ZINC000003919580,Q6TUJ5,42949.39
ZINC000002008866,Q6TUJ5,42953.11
ZINC000005179119,Q27686,42958.49
ZINC000000000460,Q6TUJ5,42959.43
ZINC000000000854,Q6TUJ5,42959.43
ZINC000001530575,Q4QHJ8,4296.99
ZINC000004468952,Q4QHJ8,4296.99
ZINC000100004343,P48499,42961.89
ZINC000100004345,P48499,42961.89
ZINC000003872928,Q6TUJ5,42982.5
ZINC000033986664,O97193,4299.53
ZINC000006093393,O97193,4299.58
ZINC000002383210,O97193,4299.58
ZINC000000056648,Q4QBL1,42991.71
ZINC000000000865,Q6TUJ5,42992.7
ZINC000095618671,Q6TUJ5,42995.86
ZINC000261527196,Q4QHJ8,43.0
ZINC000072693284,Q4QHJ8,43.0
ZINC000053683271,Q4QHJ8,43.0
ZINC000003917540,Q4QHJ8,43.0
ZINC000054053579,Q4QHJ8,43.0
ZINC000012503291,Q4QBL1,43.08
ZINC000100158533,Q4QBL1,43.08
ZINC000100008319,Q4QBL1,43.08
ZINC000100489810,Q4QBL1,43.08
ZINC000101144764,Q4QBL1,43.08
ZINC000095618835,O97193,43.09
ZINC000100054812,O97193,43.09
ZINC000003861134,Q27686,43.09
ZINC000100054813,O97193,43.09
ZINC000003861133,Q27686,43.09
ZINC000095618836,O97193,43.09
ZINC000000002060,O15826,43.1
ZINC000169990691,O97193,43.19
ZINC000000001676,Q4QHJ8,43.2
ZINC000000607934,O15826,43.25
ZINC000003872945,O15826,43.25
ZINC000019632706,O15826,43.26
ZINC000000591993,O15826,43.26
ZINC000000049154,O15826,43.29
ZINC000004213474,Q4QHJ8,43.32
ZINC000005850903,Q4QHJ8,43.36
ZINC000012496045,P48499,43.36
ZINC000003798734,P48499,43.36
ZINC000031996245,Q4QHJ8,43.36
ZINC000113149554,O15826,43.37
ZINC000095617646,O15826,43.38
ZINC000001542392,O97193,43.43
ZINC000001843099,O97193,43.43
ZINC000002005534,O15826,43.45
ZINC000002013189,O15826,43.45
ZINC000002013188,O15826,43.45
ZINC000000608024,O15826,43.45
ZINC000001565247,O15826,43.48
ZINC000094303245,O15826,43.51
ZINC000094303244,O15826,43.51
ZINC000038213879,O97193,43.55
ZINC000038213880,O97193,43.55
ZINC000005760515,O97193,43.6
ZINC000005760453,O97193,43.6
ZINC000001571392,O15826,43.62
ZINC000000000816,O15826,43.62
ZINC000000057058,O15826,43.76
ZINC000003977981,Q4QHJ8,43.77
ZINC000253917094,O15826,43.79
ZINC000100019188,O15826,43.79
ZINC000012503151,O15826,43.79
ZINC000002036848,O97193,43.82
ZINC000208774715,Q4QHJ8,43.84
ZINC000001530598,Q4QBL1,43.85
ZINC000002019954,O15826,43.86
ZINC000002019953,O15826,43.86
ZINC000000403566,O15826,43.88
ZINC000000000655,O15826,43.88
ZINC000012484965,Q4QBL1,43.88
ZINC000000002688,O97193,43.89
ZINC000103105084,O97193,43.89
ZINC000003830283,O15826,43.89
ZINC000003812918,O15826,43.89
ZINC000000897301,O97193,43.89
ZINC000062227233,O15826,43.9
ZINC000095537874,O15826,43.97
ZINC000002384341,O97193,43.98
ZINC000000056427,O15826,430.06
ZINC000012503076,O15826,430.06
ZINC000008215434,Q27686,430.33
ZINC000001854466,O15826,430.66
ZINC000000120249,Q4QBL1,430.74
ZINC000019796155,Q4QHJ8,430.87
ZINC000000000669,Q6TUJ5,43006.06
ZINC000000896849,Q6TUJ5,43006.06
ZINC000000967521,Q6TUJ5,43007.19
ZINC000000967520,Q6TUJ5,43007.19
ZINC000000020251,Q6TUJ5,4301.39
ZINC000000088619,Q4QBL1,43024.95
